Accepted Symbol,Synonym Symbol,Scientific Name,Hybrid Genus Indicator,Genus,Hybrid Species Indicator,Species,Subspecies Prefix,Hybrid Subspecies Indicator,Subspecies,Variety Prefix,Hybrid Variety Indicator,Variety,Subvariety Prefix,Subvariety,Forma Prefix,Forma,Genera/Binomial Author,Trinomial Author,Quadranomial Author,Questionable Taxon Indicator,Parents,Genus,Family,Family Symbol,Kingdom
ACAU2,MEAU,Melampodium australe,,Melampodium,,australe,,,,,,,,,,,Loefl.,,,,,Melampodium,,,
ACHI,,Acanthospermum hispidum,,Acanthospermum,,hispidum,,,,,,,,,,,DC.,,,,,Acanthospermum,Asteraceae,ASTERA,Plantae
ACHU,,Acanthospermum humile,,Acanthospermum,,humile,,,,,,,,,,,(Sw.) DC.,,,,,Acanthospermum,Asteraceae,ASTERA,Plantae
ACHU,MEHU5,Melampodium humile,,Melampodium,,humile,,,,,,,,,,,Sw.,,,,,Melampodium,,,
ACANT7,,Acanthus,,Acanthus,,,,,,,,,,,,,L.,,,,,Acanthus,Acanthaceae,ACANTH,Plantae
ACEB3,,Acanthus ebracteatus,,Acanthus,,ebracteatus,,,,,,,,,,,Vahl,,,,,Acanthus,Acanthaceae,ACANTH,Plantae
ACEB3,ACILE,Acanthus ilicifolius var. ebracteatus,,Acanthus,,ilicifolius,,,,var.,,ebracteatus,,,,,L.,(Vahl) Benoist,,,,Acanthus,,,
ACMO8,,Acanthus mollis,,Acanthus,,mollis,,,,,,,,,,,L.,,,,,Acanthus,Acanthaceae,ACANTH,Plantae
ACPO10,,Acanthus polystachyus,,Acanthus,,polystachyus,,,,,,,,,,,Delile,,,,,Acanthus,Acanthaceae,ACANTH,Plantae
ACPOP,,Acanthus polystachyus var. pseudopubescens,,Acanthus,,polystachyus,,,,var.,,pseudopubescens,,,,,Delile,Cufod.,,,,Acanthus,Acanthaceae,ACANTH,Plantae
ACPOP,ACPU4,Acanthus pubescens,,Acanthus,,pubescens,,,,,,,,,,,Engl.,,,,,Acanthus,,,
ACSP7,,Acanthus spinosus,,Acanthus,,spinosus,,,,,,,,,,,L.,,,,,Acanthus,Acanthaceae,ACANTH,Plantae
ACSY,,Acanthus syriacus,,Acanthus,,syriacus,,,,,,,,,,,Boiss.,,,,,Acanthus,Acanthaceae,ACANTH,Plantae
ACARO2,,Acarospora,,Acarospora,,,,,,,,,,,,,A. Massal.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACAE,,Acarospora aeruginosa,,Acarospora,,aeruginosa,,,,,,,,,,,Hasse,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACAL13,,Acarospora albomarginata,,Acarospora,,albomarginata,,,,,,,,,,,(Herre) Salisb.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACAL13,THAL6,Thelocarpon albomarginatum,,Thelocarpon,,albomarginatum,,,,,,,,,,,Herre,,,,,Thelocarpon,,,
ACAM5,,Acarospora americana,,Acarospora,,americana,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACAM7,,Acarospora amphibola,,Acarospora,,amphibola,,,,,,,,,,,Wedd.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACAP,,Acarospora applanata,,Acarospora,,applanata,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACAR8,,Acarospora arenacea,,Acarospora,,arenacea,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACAR9,,Acarospora arenosa,,Acarospora,,arenosa,,,,,,,,,,,Herre,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACAS3,,Acarospora asahinae,,Acarospora,,asahinae,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACAS4,,Acarospora asperata,,Acarospora,,asperata,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACBA4,,Acarospora badiofusca,,Acarospora,,badiofusca,,,,,,,,,,,(Nyl.) Th. Fr.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACBA4,ACBO2,Acarospora boulderensis,,Acarospora,,boulderensis,,,,,,,,,,,H. Magn.,,,,,Acarospora,,,
ACBU2,,Acarospora bullata,,Acarospora,,bullata,,,,,,,,,,,Anzi,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACCA14,,Acarospora caesiofusca,,Acarospora,,caesiofusca,,,,,,,,,,,(Müll. Arg.) H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACCA15,,Acarospora californica,,Acarospora,,californica,,,,,,,,,,,Zahlbr.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACCA16,,Acarospora canadensis,,Acarospora,,canadensis,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACCA17,,Acarospora carnegiei,,Acarospora,,carnegiei,,,,,,,,,,,Zahlbr.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACCE,,Acarospora cervina,,Acarospora,,cervina,,,,,,,,,,,A. Massal.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACCI2,,Acarospora cinereoalba,,Acarospora,,cinereoalba,,,,,,,,,,,(Fink) H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACCI4,,Acarospora citrina,,Acarospora,,citrina,,,,,,,,,,,(Taylor) Zahlbr.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACCL6,,Acarospora clauzadeana,,Acarospora,,clauzadeana,,,,,,,,,,,(Llimona) Casares & Hafellner,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACCL6,BICL2,Biatorella clauzadeana,,Biatorella,,clauzadeana,,,,,,,,,,,Llimona,,,,,Biatorella,,,
ACCO10,,Acarospora coloradiana,,Acarospora,,coloradiana,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACCO11,,Acarospora complanata,,Acarospora,,complanata,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACCO11,ACOB6,Acarospora obscura,,Acarospora,,obscura,,,,,,,,,,,H. Magn.,,,,,Acarospora,,,
ACDE9,,Acarospora desolata,,Acarospora,,desolata,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACDI4,,Acarospora dispersa,,Acarospora,,dispersa,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACEL2,,Acarospora elevata,,Acarospora,,elevata,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACFU2,,Acarospora fuscata,,Acarospora,,fuscata,,,,,,,,,,,(Schrad.) Arnold,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACFU2,ACCA19,Acarospora cartilaginea,,Acarospora,,cartilaginea,,,,,,,,,,,H. Magn.,,,,,Acarospora,,,
ACFU2,ACSQ2,Acarospora squamulosa,,Acarospora,,squamulosa,,,,,,,,,,,(Schrad.) Trevis.,,,,,Acarospora,,,
ACFU3,,Acarospora fuscescens,,Acarospora,,fuscescens,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACGA2,,Acarospora gallica,,Acarospora,,gallica,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACGE4,,Acarospora geogena,,Acarospora,,geogena,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACGE4,ACGE6,Acarospora geophila,,Acarospora,,geophila,,,,,,,,,,,H. Magn.,,,,,Acarospora,,,
ACGL2,,Acarospora glaucocarpa,,Acarospora,,glaucocarpa,,,,,,,,,,,(Ach.) Körb.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACHA3,,Acarospora hassei,,Acarospora,,hassei,,,,,,,,,,,Herre,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACHE6,,Acarospora heppii,,Acarospora,,heppii,,,,,,,,,,,(Nageli ex Hepp) Nageli ex Körb.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACHE7,,Acarospora heufleriana,,Acarospora,,heufleriana,,,,,,,,,,,Körb.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACHI6,,Acarospora hilaris,,Acarospora,,hilaris,,,,,,,,,,,(Dufour) Hue,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACIM2,,Acarospora immersa,,Acarospora,,immersa,,,,,,,,,,,Fink,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACIM3,,Acarospora impressula,,Acarospora,,impressula,,,,,,,,,,,Th. Fr.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACIN5,,Acarospora instrata,,Acarospora,,instrata,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACIN6,,Acarospora interjecta,,Acarospora,,interjecta,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACIN7,,Acarospora interposita,,Acarospora,,interposita,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACIN8,,Acarospora interspersa,,Acarospora,,interspersa,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACMA10,,Acarospora macrospora,,Acarospora,,macrospora,,,,,,,,,,,(Hepp) Bagl.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACMA10,ACSQ,Acarospora squamulosa,,Acarospora,,squamulosa,,,,,,,,,,,sensu Th. Fr.,,,,,Acarospora,,,
ACMO6,,Acarospora molybdina,,Acarospora,,molybdina,,,,,,,,,,,(Wahlenb.) Trevis.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACNE7,,Acarospora nevadensis,,Acarospora,,nevadensis,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACNI6,,Acarospora nigromarginata,,Acarospora,,nigromarginata,,,,,,,,,,,de Lesd.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACNI7,,Acarospora nitida,,Acarospora,,nitida,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACNO6,,Acarospora nodulosa,,Acarospora,,nodulosa,,,,,,,,,,,(Dufour) Hue,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACNON,,Acarospora nodulosa var. nodulosa,,Acarospora,,nodulosa,,,,var.,,nodulosa,,,,,(Dufour) Hue,(Dufour) Hue,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACOB4,,Acarospora obnubila,,Acarospora,,obnubila,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACOB5,,Acarospora obpallens,,Acarospora,,obpallens,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACOL,,Acarospora oligospora,,Acarospora,,oligospora,,,,,,,,,,,(Nyl.) Arnold,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACOL,ACGL3,Acarospora glebosa,,Acarospora,,glebosa,,,,,,,,,,,(Flotow) Körb.,,,,,Acarospora,,,
ACPA7,,Acarospora particularis,,Acarospora,,particularis,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACPE6,,Acarospora peliscypha,,Acarospora,,peliscypha,,,,,,,,,,,Th. Fr.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACPE7,,Acarospora peltastica,,Acarospora,,peltastica,,,,,,,,,,,Zahlbr.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACPY2,,Acarospora pyrenopsoides,,Acarospora,,pyrenopsoides,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACRA4,,Acarospora radicata,,Acarospora,,radicata,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACRE7,,Acarospora reagens,,Acarospora,,reagens,,,,,,,,,,,Zahlbr.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACRE7,ACNOR,Acarospora nodulosa var. reagens,,Acarospora,,nodulosa,,,,var.,,reagens,,,,,(Dufour) Hue,(Zahlbr.) Clauzade & Cl. Roux,,,,Acarospora,,,
ACRU5,,Acarospora rugulosa,,Acarospora,,rugulosa,,,,,,,,,,,Körb.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACRU5,ACMO7,Acarospora montana,,Acarospora,,montana,,,,,,,,,,,H. Magn.,,,,,Acarospora,,,
ACSA6,,Acarospora saepincola,,Acarospora,,saepincola,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACSC4,,Acarospora scabrida,,Acarospora,,scabrida,,,,,,,,,,,Hedl. ex H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACSC5,,Acarospora schleicheri,,Acarospora,,schleicheri,,,,,,,,,,,(Ach.) A. Massal.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACSC5,ACAL14,Acarospora albida,,Acarospora,,albida,,,,,,,,,,,H. Magn.,,,,,Acarospora,,,
ACSC5,ACAM6,Acarospora amabilis,,Acarospora,,amabilis,,,,,,,,,,,H. Magn.,,,,,Acarospora,,,
ACSC5,ACBE5,Acarospora bella,,Acarospora,,bella,,,,,,,,,,,(Nyl.) Jatta,,,,,Acarospora,,,
ACSC5,ACCH4,Acarospora chrysops,,Acarospora,,chrysops,,,,,,,,,,,(Tuck.) H. Magn.,,,,,Acarospora,,,
ACSC5,ACCO13,Acarospora contigua,,Acarospora,,contigua,,,,,,,,,,,H. Magn.,,,,,Acarospora,,,
ACSC5,ACDI5,Acarospora dissipata,,Acarospora,,dissipata,,,,,,,,,,,H. Magn.,,,,,Acarospora,,,
ACSC5,ACEP,Acarospora epilutescens,,Acarospora,,epilutescens,,,,,,,,,,,Zahlbr.,,,,,Acarospora,,,
ACSC5,ACEV,Acarospora evoluta,,Acarospora,,evoluta,,,,,,,,,,,H. Magn.,,,,,Acarospora,,,
ACSC5,ACIN10,Acarospora intercedens,,Acarospora,,intercedens,,,,,,,,,,,H. Magn.,,,,,Acarospora,,,
ACSC5,ACOC2,Acarospora ocellata,,Acarospora,,ocellata,,,,,,,,,,,H. Magn.,,,,,Acarospora,,,
ACSC5,ACRH2,Acarospora rhabarbarina,,Acarospora,,rhabarbarina,,,,,,,,,,,Hue,,,,,Acarospora,,,
ACSC5,ACRI5,Acarospora rimulosa,,Acarospora,,rimulosa,,,,,,,,,,,H. Magn.,,,,,Acarospora,,,
ACSC5,ACRU6,Acarospora rubicunda,,Acarospora,,rubicunda,,,,,,,,,,,H. Magn.,,,,,Acarospora,,,
ACSC5,ACSU7,Acarospora subalbida,,Acarospora,,subalbida,,,,,,,,,,,H. Magn.,,,,,Acarospora,,,
ACSC5,ACSU8,Acarospora subcontigua,,Acarospora,,subcontigua,,,,,,,,,,,H. Magn.,,,,,Acarospora,,,
ACSC5,ACXA2,Acarospora xanthophana,,Acarospora,,xanthophana,,,,,,,,,,,(Nyl.) Jatta,,,,,Acarospora,,,
ACSC6,,Acarospora scotica,,Acarospora,,scotica,,,,,,,,,,,Hue,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACSI4,,Acarospora sinopica,,Acarospora,,sinopica,,,,,,,,,,,(Wahlenb.) Körb.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACSM2,,Acarospora smaragdula,,Acarospora,,smaragdula,,,,,,,,,,,(Wahlenb.) A. Massal.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACSM2,ACRU7,Acarospora rufescens,,Acarospora,,rufescens,,,,,,,,,,,(Ach.) Bausch,,,,,Acarospora,,,
ACSO2,,Acarospora socialis,,Acarospora,,socialis,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACSP6,,Acarospora sparsa,,Acarospora,,sparsa,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACST2,,Acarospora stapfiana,,Acarospora,,stapfiana,,,,,,,,,,,(Müll. Arg.) Hue,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACST3,,Acarospora strigata,,Acarospora,,strigata,,,,,,,,,,,(Nyl.) Jatta,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACSU5,,Acarospora succedens,,Acarospora,,succedens,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACSU6,,Acarospora superfusa,,Acarospora,,superfusa,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACTE5,,Acarospora tenebrica,,Acarospora,,tenebrica,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACTE6,,Acarospora terricola,,Acarospora,,terricola,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACTH4,,Acarospora thamnina,,Acarospora,,thamnina,,,,,,,,,,,(Tuck.) Herre,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACTH5,,Acarospora thelococcoides,,Acarospora,,thelococcoides,,,,,,,,,,,(Nyl.) Zahlbr.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACTH6,,Acarospora thermophila,,Acarospora,,thermophila,,,,,,,,,,,Herre,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACTO4,,Acarospora tongleti,,Acarospora,,tongleti,,,,,,,,,,,Hue,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACTO4,ACVA3,Acarospora variegata,,Acarospora,,variegata,,,,,,,,,,,H. Magn.,,,,,Acarospora,,,
ACTU2,,Acarospora tucsonensis,,Acarospora,,tucsonensis,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACUT,,Acarospora utahensis,,Acarospora,,utahensis,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACVE4,,Acarospora veronensis,,Acarospora,,veronensis,,,,,,,,,,,A. Massal.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACWA2,,Acarospora washingtonensis,,Acarospora,,washingtonensis,,,,,,,,,,,H. Magn.,,,,,Acarospora,Acarosporaceae,ACAROS,Fungi
ACAUL,,Acaulon,,Acaulon,,,,,,,,,,,,,Müll. Hal.,,,,,Acaulon,Pottiaceae,POTTIA,Plantae
ACMU5,,Acaulon muticum,,Acaulon,,muticum,,,,,,,,,,,(Hedw.) Müll. Hal.,,,,,Acaulon,Pottiaceae,POTTIA,Plantae
ACMUM,,Acaulon muticum var. muticum,,Acaulon,,muticum,,,,var.,,muticum,,,,,(Hedw.) Müll. Hal.,(Hedw.) Müll. Hal.,,,,Acaulon,Pottiaceae,POTTIA,Plantae
ACMUM,ACRU8,Acaulon rubrum,,Acaulon,,rubrum,,,,,,,,,,,Grout,,,,,Acaulon,,,
ACMUR,,Acaulon muticum var. rufescens,,Acaulon,,muticum,,,,var.,,rufescens,,,,,(Hedw.) Müll. Hal.,(A. Jaeger) H.A. Crum,,,,Acaulon,Pottiaceae,POTTIA,Plantae
ACMUR,ACRU9,Acaulon rufescens,,Acaulon,,rufescens,,,,,,,,,,,A. Jaeger,,,,,Acaulon,,,
ACSC8,,Acaulon schimperianum,,Acaulon,,schimperianum,,,,,,,,,,,(Sull.) Sull.,,,,,Acaulon,Pottiaceae,POTTIA,Plantae
ACTR4,,Acaulon triquetrum,,Acaulon,,triquetrum,,,,,,,,,,,(Spruce) Müll. Hal.,,,,,Acaulon,Pottiaceae,POTTIA,Plantae
ACER,,Acer,,Acer,,,,,,,,,,,,,L.,,,,,Acer,Aceraceae,ACERAC,Plantae
ACFR,,Acer ×freemanii,,Acer,×,freemanii,,,,,,,,,,,A.E. Murray,,,,rubrum × saccharinum,Acer,Aceraceae,ACERAC,Plantae
ACBU4,,Acer buergerianum,,Acer,,buergerianum,,,,,,,,,,,Miq.,,,,,Acer,Aceraceae,ACERAC,Plantae
ACCA5,,Acer campestre,,Acer,,campestre,,,,,,,,,,,L.,,,,,Acer,Aceraceae,ACERAC,Plantae
ACCI,,Acer circinatum,,Acer,,circinatum,,,,,,,,,,,Pursh,,,,,Acer,Aceraceae,ACERAC,Plantae
ACCI5,,Acer cissifolium,,Acer,,cissifolium,,,,,,,,,,,(Siebold & Zucc.) K. Koch,,,,,Acer,Aceraceae,ACERAC,Plantae
ACDI12,,Acer diabolicum,,Acer,,diabolicum,,,,,,,,,,,Blume ex K. Koch [excluded],,,,,Acer,Aceraceae,ACERAC,Plantae
ACFL,,Acer floridanum,,Acer,,floridanum,,,,,,,,,,,(Chapm.) Pax,,,,,Acer,Aceraceae,ACERAC,Plantae
ACFL,ACBA3,Acer barbatum,,Acer,,barbatum,,,,,,,,,,,Michx. p.p.,,,,,Acer,,,
ACFL,ACBAL,Acer barbatum var. longii,,Acer,,barbatum,,,,var.,,longii,,,,,Michx.,(Fernald) Fernald,,,,Acer,,,
ACFL,ACBAV,Acer barbatum var. villipes,,Acer,,barbatum,,,,var.,,villipes,,,,,Michx.,(Rehder) Ashe,,,,Acer,,,
ACFL,ACFLL,Acer floridanum var. longii,,Acer,,floridanum,,,,var.,,longii,,,,,(Chapm.) Pax,Fernald,,,,Acer,,,
ACFL,ACFLV,Acer floridanum var. villipes,,Acer,,floridanum,,,,var.,,villipes,,,,,(Chapm.) Pax,Rehder,,,,Acer,,,
ACFL,ACNIF,Acer nigrum var. floridanum,,Acer,,nigrum,,,,var.,,floridanum,,,,,Michx. f.,(Chapm.) Fosberg,,,,Acer,,,
ACFL,ACSAF,Acer saccharum ssp. floridanum,,Acer,,saccharum,ssp.,,floridanum,,,,,,,,Marshall,(Chapm.) Desmarais,,,,Acer,,,
ACFL,ACSAF2,Acer saccharinum var. floridanum,,Acer,,saccharinum,,,,var.,,floridanum,,,,,L.,Chapm.,,,,Acer,,,
ACFL,ACSAF3,Acer saccharum var. floridanum,,Acer,,saccharum,,,,var.,,floridanum,,,,,Marshall,(Chapm.) Small & A. Heller,,,,Acer,,,
ACFL,SABA13,Saccharodendron barbatum,,Saccharodendron,,barbatum,,,,,,,,,,,(Michx.) Nieuwl.,,,,,Saccharodendron,,,
ACFL,SAFL8,Saccharodendron floridanum,,Saccharodendron,,floridanum,,,,,,,,,,,(Chapm.) Nieuwl.,,,,,Saccharodendron,,,
ACGI,,Acer ginnala,,Acer,,ginnala,,,,,,,,,,,Maxim.,,,,,Acer,Aceraceae,ACERAC,Plantae
ACGI,ACTAG,Acer tataricum ssp. ginnala,,Acer,,tataricum,ssp.,,ginnala,,,,,,,,L.,(Maxim.) Wesmael,,,,Acer,,,
ACGL,,Acer glabrum,,Acer,,glabrum,,,,,,,,,,,Torr.,,,,,Acer,Aceraceae,ACERAC,Plantae
ACGLD3,,Acer glabrum var. diffusum,,Acer,,glabrum,,,,var.,,diffusum,,,,,Torr.,(Greene) Smiley,,,,Acer,Aceraceae,ACERAC,Plantae
ACGLD3,ACDI,Acer diffusum,,Acer,,diffusum,,,,,,,,,,,Greene,,,,,Acer,,,
ACGLD3,ACGLD,Acer glabrum ssp. diffusum,,Acer,,glabrum,ssp.,,diffusum,,,,,,,,Torr.,(Greene) A.E. Murray,,,,Acer,,,
ACGLD4,,Acer glabrum var. douglasii,,Acer,,glabrum,,,,var.,,douglasii,,,,,Torr.,(Hook.) Dippel,,,,Acer,Aceraceae,ACERAC,Plantae
ACGLD4,ACDO,Acer douglasii,,Acer,,douglasii,,,,,,,,,,,Hook.,,,,,Acer,,,
ACGLD4,ACGLD2,Acer glabrum ssp. douglasii,,Acer,,glabrum,ssp.,,douglasii,,,,,,,,Torr.,(Hook.) Wesmael,,,,Acer,,,
ACGLG2,,Acer glabrum var. glabrum,,Acer,,glabrum,,,,var.,,glabrum,,,,,Torr.,Torr.,,,,Acer,Aceraceae,ACERAC,Plantae
ACGLG2,ACGLT3,Acer glabrum var. tripartitum,,Acer,,glabrum,,,,var.,,tripartitum,,,,,Torr.,(Nutt. ex Torr. & A. Gray) Pax,,,,Acer,,,
ACGLG2,ACGLT4,Acer glabrum var. typicum,,Acer,,glabrum,,,,var.,,typicum,,,,,Torr.,(Wesmael) Keller,,,,Acer,,,
ACGLG2,ACTR3,Acer tripartitum,,Acer,,tripartitum,,,,,,,,,,,Nutt. ex Torr. & A. Gray,,,,,Acer,,,
ACGLG,,Acer glabrum var. greenei,,Acer,,glabrum,,,,var.,,greenei,,,,,Torr.,Keller,,,,Acer,Aceraceae,ACERAC,Plantae
ACGLN2,,Acer glabrum var. neomexicanum,,Acer,,glabrum,,,,var.,,neomexicanum,,,,,Torr.,(Greene) Kearney & Peebles,,,,Acer,Aceraceae,ACERAC,Plantae
ACGLN2,ACGLN,Acer glabrum ssp. neomexicanum,,Acer,,glabrum,ssp.,,neomexicanum,,,,,,,,Torr.,(Greene) A.E. Murray,,,,Acer,,,
ACGLN2,ACGLP,Acer glabrum var. parviflorum,,Acer,,glabrum,,,,var.,,parviflorum,,,,,Torr.,A.E. Murray,,,,Acer,,,
ACGLN2,ACNE6,Acer neomexicanum,,Acer,,neomexicanum,,,,,,,,,,,Greene,,,,,Acer,,,
ACGLT2,,Acer glabrum var. torreyi,,Acer,,glabrum,,,,var.,,torreyi,,,,,Torr.,(Greene) Smiley,,,,Acer,Aceraceae,ACERAC,Plantae
ACGLT2,ACGLT,Acer glabrum ssp. torreyi,,Acer,,glabrum,ssp.,,torreyi,,,,,,,,Torr.,(Greene) A.E. Murray,,,,Acer,,,
ACGLT2,ACTO2,Acer torreyi,,Acer,,torreyi,,,,,,,,,,,Greene,,,,,Acer,,,
ACGR3,,Acer grandidentatum,,Acer,,grandidentatum,,,,,,,,,,,Nutt.,,,,,Acer,Aceraceae,ACERAC,Plantae
ACGRG,,Acer grandidentatum var. grandidentatum,,Acer,,grandidentatum,,,,var.,,grandidentatum,,,,,Nutt.,Nutt.,,,,Acer,Aceraceae,ACERAC,Plantae
ACGRG,ACSAG2,Acer saccharum ssp. grandidentatum,,Acer,,saccharum,ssp.,,grandidentatum,,,,,,,,Marshall,(Nutt.) Desmarais,,,,Acer,,,
ACGRG,ACSAG3,Acer saccharum var. grandidentatum,,Acer,,saccharum,,,,var.,,grandidentatum,,,,,Marshall,(Nutt.) Sudw.,,,,Acer,,,
ACGRG,SAGR17,Saccharodendron grandidentatum,,Saccharodendron,,grandidentatum,,,,,,,,,,,(Nutt.) Nieuwl.,,,,,Saccharodendron,,,
ACGRS,,Acer grandidentatum var. sinuosum,,Acer,,grandidentatum,,,,var.,,sinuosum,,,,,Nutt.,(Rehder) Little,,,,Acer,Aceraceae,ACERAC,Plantae
ACGRS,ACBR,Acer brachypterum,,Acer,,brachypterum,,,,,,,,,,,Wooton & Standl.,,,,,Acer,,,
ACGRS,ACGRB,Acer grandidentatum var. brachypterum,,Acer,,grandidentatum,,,,var.,,brachypterum,,,,,Nutt.,(Wooton & Standl.) Palmer,,,,Acer,,,
ACGRS,ACSAB,Acer saccharum ssp. brachypterum,,Acer,,saccharum,ssp.,,brachypterum,,,,,,,,Marshall,(Wooton & Standl.) A.E. Murray,,,,Acer,,,
ACGRS,ACSAS3,Acer saccharum var. sinuosum,,Acer,,saccharum,,,,var.,,sinuosum,,,,,Marshall,(Rehder) Sarg.,,,,Acer,,,
ACGRS,ACSI3,Acer sinuosum,,Acer,,sinuosum,,,,,,,,,,,Rehder,,,,,Acer,,,
